date;hour;humidity;cloud;tempC;windHph;pressureIn;precipIn;condition
2018-04-01;0;92;46;18.80;9.40;30.50;0.00;1003
2018-04-01;1;93;48;18.50;8.50;30.50;0.00;1003
2018-04-01;2;93;49;18.20;7.60;30.50;0.00;1006
2018-04-01;3;94;51;17.90;6.80;30.50;0.00;1006
2018-04-01;4;94;58;17.70;6.70;30.50;0.00;1006
2018-04-01;5;94;66;17.60;6.60;30.50;0.00;1063
2018-04-01;6;94;73;17.40;6.50;30.50;0.00;1063
2018-04-01;7;89;61;18.90;8.50;30.50;0.00;1063
2018-04-01;8;84;48;20.30;10.40;30.50;0.00;1003
2018-04-01;9;78;36;21.80;12.40;30.50;0.00;1003
2018-04-01;10;72;32;23.40;12.00;30.50;0.00;1003
2018-04-01;11;65;28;25.10;11.60;30.50;0.00;1003
2018-04-01;12;59;24;26.70;11.30;30.50;0.00;1003
2018-04-01;13;57;25;26.90;12.00;30.50;0.00;1003
2018-04-01;14;55;26;27.20;12.70;30.50;0.00;1003
2018-04-01;15;53;27;27.40;13.40;30.50;0.00;1003
2018-04-01;16;60;45;25.90;13.40;30.50;0.00;1003
2018-04-01;17;66;63;24.40;13.30;30.50;0.00;1063
2018-04-01;18;73;81;23.00;13.20;30.50;0.00;1063
2018-04-01;19;78;62;21.90;13.30;30.50;0.00;1063
2018-04-01;20;83;44;20.80;13.40;30.50;0.00;1003
2018-04-01;21;88;25;19.70;13.40;30.50;0.00;1003
2018-04-01;22;89;43;19.30;12.50;30.50;0.00;1003
2018-04-01;23;90;60;18.90;11.50;30.50;0.00;1063
2018-04-02;0;91;77;18.50;10.50;30.50;0.00;1063
2018-04-02;1;92;65;18.20;9.90;30.50;0.00;1063
2018-04-02;2;92;53;17.90;9.20;30.50;0.00;1003
2018-04-02;3;92;42;17.60;8.50;30.50;0.00;1003
2018-04-02;4;93;55;17.30;8.30;30.50;0.00;1003
2018-04-02;5;93;69;17.10;8.00;30.50;0.00;1063
2018-04-02;6;93;83;16.80;7.70;30.50;0.00;1063
2018-04-02;7;87;64;18.50;8.70;30.50;0.00;1063
2018-04-02;8;82;45;20.30;9.70;30.50;0.00;1003
2018-04-02;9;76;25;22.00;10.70;30.50;0.00;1003
2018-04-02;10;71;41;23.60;10.70;30.50;0.00;1003
2018-04-02;11;65;56;25.10;10.60;30.50;0.00;1063
2018-04-02;12;60;71;26.60;10.60;30.50;0.00;1063
2018-04-02;13;58;56;26.90;10.90;30.50;0.00;1063
2018-04-02;14;57;41;27.20;11.20;30.40;0.00;1003
2018-04-02;15;55;26;27.60;11.50;30.40;0.00;1003
2018-04-02;16;61;47;26.10;11.50;30.40;0.00;1003
2018-04-02;17;68;67;24.60;11.60;30.40;0.00;1063
2018-04-02;18;74;87;23.10;11.60;30.40;0.00;1063
2018-04-02;19;79;69;22.00;12.00;30.40;0.00;1063
2018-04-02;20;83;51;21.00;12.40;30.40;0.00;1003
2018-04-02;21;88;33;19.90;12.90;30.50;0.00;1003
2018-04-02;22;89;46;19.70;12.00;30.50;0.00;1003
2018-04-02;23;90;58;19.40;11.10;30.50;0.00;1063
2018-04-03;0;91;71;19.10;10.30;30.50;0.00;1063
2018-04-03;1;91;59;18.70;9.60;30.50;0.00;1063
2018-04-03;2;92;48;18.20;8.80;30.40;0.00;1003
2018-04-03;3;92;36;17.80;8.10;30.40;0.00;1003
2018-04-03;4;92;47;17.40;7.70;30.40;0.00;1003
2018-04-03;5;92;59;17.10;7.40;30.40;0.00;1063
2018-04-03;6;93;70;16.80;7.10;30.40;0.00;1063
2018-04-03;7;86;53;18.60;8.70;30.40;0.00;1063
2018-04-03;8;80;35;20.50;10.20;30.50;0.00;1000
2018-04-03;9;73;18;22.30;11.80;30.50;0.00;1000
2018-04-03;10;67;16;24.10;11.30;30.50;0.00;1000
2018-04-03;11;61;14;25.90;10.90;30.50;0.00;1000
2018-04-03;12;55;12;27.70;10.50;30.40;0.00;1000
2018-04-03;13;53;15;28.00;10.90;30.40;0.00;1000
2018-04-03;14;52;18;28.30;11.20;30.40;0.00;1003
2018-04-03;15;50;21;28.60;11.60;30.40;0.00;1003
2018-04-03;16;58;40;26.90;12.10;30.40;0.00;1003
2018-04-03;17;65;59;25.10;12.60;30.40;0.00;1063
2018-04-03;18;73;78;23.40;13.10;30.40;0.00;1063
2018-04-03;19;78;59;22.20;13.40;30.40;0.00;1063
2018-04-03;20;82;41;21.10;13.70;30.40;0.00;1003
2018-04-03;21;87;22;19.90;14.00;30.40;0.00;1003
2018-04-03;22;89;44;19.50;12.70;30.40;0.00;1003
2018-04-03;23;90;66;19.00;11.50;30.40;0.01;1186
2018-04-04;0;91;88;18.60;10.20;30.40;0.01;1186
2018-04-04;1;91;71;18.20;9.60;30.40;0.00;1186
2018-04-04;2;91;54;17.80;9.00;30.40;0.00;1003
2018-04-04;3;91;36;17.40;8.40;30.40;0.00;1003
2018-04-04;4;91;32;17.20;8.30;30.40;0.00;1003
2018-04-04;5;91;28;17.00;8.30;30.40;0.00;1003
2018-04-04;6;91;24;16.80;8.30;30.40;0.00;1003
2018-04-04;7;85;24;18.50;9.30;30.40;0.00;1003
2018-04-04;8;79;24;20.30;10.40;30.40;0.00;1003
2018-04-04;9;73;23;22.00;11.50;30.50;0.00;1003
2018-04-04;10;67;23;23.70;11.80;30.40;0.00;1003
2018-04-04;11;61;23;25.50;12.10;30.40;0.00;1003
2018-04-04;12;55;23;27.20;12.40;30.40;0.00;1003
2018-04-04;13;54;23;27.60;12.40;30.40;0.00;1003
2018-04-04;14;52;23;27.90;12.40;30.40;0.00;1003
2018-04-04;15;50;23;28.30;12.50;30.40;0.00;1003
2018-04-04;16;57;21;26.60;12.40;30.40;0.00;1003
2018-04-04;17;64;19;25.00;12.40;30.40;0.00;1000
2018-04-04;18;70;17;23.30;12.40;30.40;0.00;1000
2018-04-04;19;74;22;22.30;11.50;30.40;0.00;1000
2018-04-04;20;78;27;21.20;10.50;30.40;0.00;1003
2018-04-04;21;82;32;20.20;9.50;30.40;0.00;1003
2018-04-04;22;83;49;19.90;9.50;30.40;0.00;1003
2018-04-04;23;83;65;19.60;9.40;30.40;0.01;1186
2018-04-05;0;84;82;19.40;9.30;30.40;0.02;1186
2018-04-05;1;84;72;19.20;10.00;30.40;0.01;1186
2018-04-05;2;84;62;19.10;10.70;30.40;0.00;1006
2018-04-05;3;85;52;18.90;11.30;30.40;0.00;1006
2018-04-05;4;86;63;18.70;11.10;30.40;0.00;1006
2018-04-05;5;87;75;18.40;10.80;30.40;0.00;1063
2018-04-05;6;88;86;18.10;10.50;30.40;0.00;1063
2018-04-05;7;86;71;18.90;11.50;30.40;0.00;1063
2018-04-05;8;84;55;19.80;12.40;30.40;0.00;1003
2018-04-05;9;81;40;20.60;13.40;30.40;0.00;1003
2018-04-05;10;77;51;21.70;13.20;30.40;0.00;1003
2018-04-05;11;73;63;22.70;13.10;30.40;0.01;1063
2018-04-05;12;69;75;23.80;12.90;30.40;0.01;1063
2018-04-05;13;67;64;24.30;13.50;30.40;0.00;1063
2018-04-05;14;65;53;24.80;14.00;30.40;0.00;1003
2018-04-05;15;63;42;25.30;14.50;30.40;0.00;1003
2018-04-05;16;68;56;24.10;13.30;30.40;0.00;1003
2018-04-05;17;73;70;22.90;12.10;30.40;0.01;1186
2018-04-05;18;78;84;21.70;10.90;30.40;0.01;1186
2018-04-05;19;81;81;20.80;10.90;30.40;0.01;1186
2018-04-05;20;84;79;19.90;10.90;30.40;0.01;1063
2018-04-05;21;87;76;19.00;10.90;30.40;0.01;1063
2018-04-05;22;87;77;18.70;10.40;30.40;0.00;1063
2018-04-05;23;88;78;18.40;10.00;30.40;0.00;1063
2018-04-06;0;88;79;18.10;9.50;30.40;0.00;1063
2018-04-06;1;88;60;17.70;9.50;30.40;0.00;1063
2018-04-06;2;89;40;17.30;9.40;30.40;0.00;1003
2018-04-06;3;89;21;16.90;9.40;30.40;0.00;1003
2018-04-06;4;89;38;16.60;9.00;30.40;0.00;1003
2018-04-06;5;89;56;16.40;8.70;30.40;0.00;1063
2018-04-06;6;90;74;16.10;8.30;30.40;0.00;1063
2018-04-06;7;85;58;17.60;9.20;30.40;0.00;1063
2018-04-06;8;81;41;19.20;10.00;30.50;0.00;1003
2018-04-06;9;76;25;20.80;10.80;30.50;0.00;1003
2018-04-06;10;70;45;22.40;11.70;30.50;0.00;1003
2018-04-06;11;64;65;24.00;12.50;30.50;0.00;1063
2018-04-06;12;58;85;25.70;13.30;30.40;0.00;1063
2018-04-06;13;56;64;26.10;13.70;30.40;0.00;1063
2018-04-06;14;54;43;26.40;14.10;30.40;0.00;1003
2018-04-06;15;52;22;26.80;14.50;30.40;0.00;1003
2018-04-06;16;57;21;25.30;13.30;30.40;0.00;1003
2018-04-06;17;63;20;23.70;12.00;30.40;0.00;1000
2018-04-06;18;68;20;22.20;10.80;30.40;0.00;1000
2018-04-06;19;72;20;21.10;10.60;30.40;0.00;1000
2018-04-06;20;76;20;20.00;10.40;30.50;0.00;1003
2018-04-06;21;80;21;19.00;10.20;30.50;0.00;1003
2018-04-06;22;82;42;18.50;9.70;30.50;0.00;1003
2018-04-06;23;83;62;18.10;9.10;30.50;0.00;1063
2018-04-07;0;85;83;17.60;8.50;30.50;0.00;1063
2018-04-07;1;86;66;17.30;8.30;30.50;0.00;1063
2018-04-07;2;87;49;16.90;8.10;30.50;0.00;1003
2018-04-07;3;88;31;16.60;8.00;30.50;0.00;1003
2018-04-07;4;89;46;16.30;7.80;30.50;0.00;1003
2018-04-07;5;90;61;16.00;7.60;30.50;0.00;1063
2018-04-07;6;91;76;15.70;7.40;30.50;0.00;1063
2018-04-07;7;85;63;17.50;7.60;30.50;0.00;1063
2018-04-07;8;79;50;19.30;7.80;30.50;0.00;1003
2018-04-07;9;73;36;21.10;7.90;30.50;0.00;1003
2018-04-07;10;68;37;22.50;8.50;30.50;0.00;1003
2018-04-07;11;63;38;23.90;9.10;30.50;0.00;1003
2018-04-07;12;58;39;25.20;9.80;30.50;0.00;1003
2018-04-07;13;57;38;25.50;10.50;30.50;0.00;1003
2018-04-07;14;56;37;25.70;11.10;30.50;0.00;1003
2018-04-07;15;55;36;26.00;11.80;30.40;0.00;1003
2018-04-07;16;61;31;24.30;12.20;30.40;0.00;1003
2018-04-07;17;67;27;22.70;12.60;30.40;0.00;1003
2018-04-07;18;73;22;21.10;13.00;30.40;0.00;1003
2018-04-07;19;77;20;20.20;13.10;30.50;0.00;1003
2018-04-07;20;80;17;19.30;13.20;30.50;0.00;1000
2018-04-07;21;84;15;18.40;13.30;30.50;0.00;1000
2018-04-07;22;85;21;17.90;12.00;30.50;0.00;1000
2018-04-07;23;87;27;17.50;10.80;30.50;0.00;1003
2018-04-08;0;88;33;17.00;9.50;30.50;0.00;1003
2018-04-08;1;89;36;16.60;8.80;30.50;0.00;1003
2018-04-08;2;90;40;16.20;8.10;30.50;0.00;1003
2018-04-08;3;91;43;15.70;7.50;30.50;0.00;1003
2018-04-08;4;91;45;15.70;7.30;30.50;0.00;1003
2018-04-08;5;91;48;15.70;7.20;30.50;0.00;1006
2018-04-08;6;91;51;15.70;7.10;30.50;0.00;1006
2018-04-08;7;85;45;17.60;8.20;30.50;0.00;1006
2018-04-08;8;79;40;19.50;9.30;30.50;0.00;1003
2018-04-08;9;73;34;21.40;10.40;30.50;0.00;1003
2018-04-08;10;67;35;22.80;10.90;30.50;0.00;1003
2018-04-08;11;62;35;24.30;11.30;30.50;0.00;1003
2018-04-08;12;57;35;25.80;11.80;30.50;0.00;1003
2018-04-08;13;55;35;26.20;12.10;30.50;0.00;1003
2018-04-08;14;53;36;26.60;12.40;30.50;0.00;1003
2018-04-08;15;52;36;26.90;12.70;30.50;0.00;1003
2018-04-08;16;58;37;25.30;12.30;30.50;0.00;1003
2018-04-08;17;64;38;23.70;11.90;30.50;0.00;1003
2018-04-08;18;71;39;22.10;11.50;30.40;0.00;1003
2018-04-08;19;74;35;21.20;12.20;30.50;0.00;1003
2018-04-08;20;78;32;20.30;12.90;30.50;0.00;1003
2018-04-08;21;82;28;19.40;13.60;30.50;0.00;1003
2018-04-08;22;83;43;19.10;12.60;30.50;0.00;1003
2018-04-08;23;85;59;18.80;11.50;30.50;0.00;1063
2018-04-09;0;87;74;18.40;10.40;30.50;0.00;1063
2018-04-09;1;88;63;18.20;9.90;30.50;0.00;1063
2018-04-09;2;89;52;17.90;9.40;30.50;0.00;1003
2018-04-09;3;90;42;17.60;8.90;30.50;0.00;1003
2018-04-09;4;91;52;17.40;8.50;30.50;0.00;1003
2018-04-09;5;91;62;17.10;8.20;30.50;0.00;1063
2018-04-09;6;92;72;16.90;7.80;30.50;0.00;1063
2018-04-09;7;87;61;18.40;8.60;30.50;0.00;1063
2018-04-09;8;82;49;19.90;9.30;30.50;0.00;1003
2018-04-09;9;77;38;21.40;10.00;30.50;0.00;1003
2018-04-09;10;71;50;22.80;10.50;30.50;0.00;1003
2018-04-09;11;65;63;24.20;10.90;30.50;0.00;1063
2018-04-09;12;59;75;25.60;11.30;30.50;0.00;1063
2018-04-09;13;58;61;25.80;11.50;30.50;0.00;1063
2018-04-09;14;57;48;26.00;11.70;30.50;0.00;1003
2018-04-09;15;55;34;26.20;12.00;30.50;0.00;1003
2018-04-09;16;61;50;24.70;11.50;30.50;0.00;1003
2018-04-09;17;67;65;23.10;11.00;30.50;0.00;1063
2018-04-09;18;73;81;21.60;10.60;30.50;0.00;1063
2018-04-09;19;76;62;20.80;11.80;30.50;0.00;1063
2018-04-09;20;78;44;20.00;12.90;30.50;0.00;1003
2018-04-09;21;81;25;19.20;14.10;30.50;0.00;1003
2018-04-09;22;82;18;19.80;12.50;30.50;0.00;1003
2018-04-09;23;82;11;20.30;10.90;30.50;0.00;1000
2018-04-10;0;82;4;20.90;9.40;30.50;0.00;1000
2018-04-10;1;84;4;20.50;8.40;30.50;0.00;1000
2018-04-10;2;87;5;20.00;7.40;30.50;0.00;1000
2018-04-10;3;89;6;19.60;6.50;30.50;0.00;1000
2018-04-10;4;89;5;19.30;5.60;30.50;0.00;1000
2018-04-10;5;89;4;19.10;4.80;30.50;0.00;1000
2018-04-10;6;89;3;18.80;4.00;30.50;0.00;1000
2018-04-10;7;81;3;20.60;4.60;30.50;0.00;1000
2018-04-10;8;73;4;22.40;5.20;30.50;0.00;1000
2018-04-10;9;65;4;24.20;5.80;30.50;0.00;1000
2018-04-10;10;57;4;26.20;5.80;30.50;0.00;1000
2018-04-10;11;50;4;28.20;5.80;30.50;0.00;1000
2018-04-10;12;43;3;30.20;5.80;30.50;0.00;1000
2018-04-10;13;40;5;31.10;4.30;30.50;0.00;1000
2018-04-10;14;38;7;32.00;2.90;30.40;0.00;1000
2018-04-10;15;35;8;32.90;1.40;30.40;0.00;1000
2018-04-10;16;43;9;30.90;5.20;30.40;0.00;1000
2018-04-10;17;50;9;29.00;8.90;30.40;0.00;1000
2018-04-10;18;57;10;27.00;12.60;30.40;0.00;1000
2018-04-10;19;61;9;25.90;12.40;30.40;0.00;1000
2018-04-10;20;65;9;24.90;12.10;30.40;0.00;1000
2018-04-10;21;69;8;23.80;11.90;30.50;0.00;1000
2018-04-10;22;70;7;23.30;10.70;30.50;0.00;1000
2018-04-10;23;71;6;22.80;9.50;30.50;0.00;1000
2018-04-11;0;72;5;22.40;8.30;30.50;0.00;1000
2018-04-11;1;72;5;22.00;7.20;30.50;0.00;1000
2018-04-11;2;72;5;21.60;6.10;30.40;0.00;1000
2018-04-11;3;72;5;21.20;5.00;30.40;0.00;1000
2018-04-11;4;72;6;20.90;4.20;30.40;0.00;1000
2018-04-11;5;72;6;20.50;3.40;30.40;0.00;1000
2018-04-11;6;73;7;20.20;2.50;30.40;0.00;1000
2018-04-11;7;67;8;22.00;4.80;30.50;0.00;1000
2018-04-11;8;62;10;23.70;7.10;30.50;0.00;1000
2018-04-11;9;57;12;25.40;9.40;30.50;0.00;1000
2018-04-11;10;52;13;27.70;9.10;30.50;0.00;1000
2018-04-11;11;47;13;30.00;8.90;30.50;0.00;1000
2018-04-11;12;43;14;32.30;8.60;30.50;0.00;1000
2018-04-11;13;42;18;32.80;7.20;30.40;0.00;1000
2018-04-11;14;41;22;33.30;5.80;30.40;0.00;1003
2018-04-11;15;40;26;33.80;4.30;30.40;0.00;1003
2018-04-11;16;45;25;32.10;5.60;30.40;0.00;1003
2018-04-11;17;50;24;30.40;7.00;30.40;0.00;1000
2018-04-11;18;55;23;28.70;8.30;30.40;0.00;1000
2018-04-11;19;57;20;27.70;8.20;30.40;0.00;1000
2018-04-11;20;60;17;26.70;8.00;30.40;0.00;1000
2018-04-11;21;62;14;25.70;7.90;30.40;0.00;1000
2018-04-11;22;63;12;25.10;7.80;30.40;0.00;1000
2018-04-11;23;64;11;24.60;7.70;30.40;0.00;1000
2018-04-12;0;65;9;24.00;7.60;30.40;0.00;1000
2018-04-12;1;66;8;23.70;7.90;30.40;0.00;1000
2018-04-12;2;66;6;23.30;8.30;30.40;0.00;1000
2018-04-12;3;67;5;23.00;8.60;30.40;0.00;1000
2018-04-12;4;68;4;22.70;8.30;30.40;0.00;1000
2018-04-12;5;70;4;22.50;7.90;30.50;0.00;1000
2018-04-12;6;71;4;22.20;7.60;30.50;0.00;1000
2018-04-12;7;68;5;23.40;8.00;30.50;0.00;1000
2018-04-12;8;65;5;24.60;8.50;30.50;0.00;1000
2018-04-12;9;62;6;25.80;9.00;30.50;0.00;1000
2018-04-12;10;57;6;27.80;10.40;30.50;0.00;1000
2018-04-12;11;51;6;29.70;11.90;30.50;0.00;1000
2018-04-12;12;45;6;31.60;13.30;30.50;0.00;1000
2018-04-12;13;43;7;32.30;12.50;30.50;0.00;1000
2018-04-12;14;40;7;33.00;11.60;30.40;0.00;1000
2018-04-12;15;38;8;33.70;10.80;30.40;0.00;1000
2018-04-12;16;42;8;32.20;8.30;30.40;0.00;1000
2018-04-12;17;46;9;30.70;5.80;30.40;0.00;1000
2018-04-12;18;51;10;29.20;3.20;30.40;0.00;1000
2018-04-12;19;51;11;28.40;4.80;30.40;0.00;1000
2018-04-12;20;52;11;27.60;6.40;30.40;0.00;1000
2018-04-12;21;52;12;26.80;7.90;30.50;0.00;1000
2018-04-12;22;59;31;26.00;8.60;30.50;0.00;1000
2018-04-12;23;65;51;25.20;9.40;30.50;0.01;1240
2018-04-13;0;71;71;24.50;10.10;30.50;0.01;1240
2018-04-13;1;77;80;23.80;11.60;30.50;0.01;1240
2018-04-13;2;83;90;23.10;13.20;30.50;0.00;1009
2018-04-13;3;89;100;22.40;14.80;30.50;0.00;1009
2018-04-13;4;89;100;21.80;15.20;30.60;0.00;1009
2018-04-13;5;88;100;21.20;15.70;30.60;0.01;1183
2018-04-13;6;88;100;20.60;16.20;30.60;0.01;1183
2018-04-13;7;88;100;20.30;15.40;30.60;0.01;1183
2018-04-13;8;87;100;20.00;14.50;30.60;0.00;1009
2018-04-13;9;87;100;19.80;13.70;30.70;0.00;1009
2018-04-13;10;86;100;19.70;14.00;30.70;0.00;1009
2018-04-13;11;86;100;19.70;14.40;30.70;0.02;1183
2018-04-13;12;85;100;19.70;14.80;30.70;0.02;1183
2018-04-13;13;84;100;19.50;14.00;30.70;0.01;1183
2018-04-13;14;84;100;19.40;13.30;30.70;0.00;1009
2018-04-13;15;84;100;19.20;12.60;30.70;0.00;1009
2018-04-13;16;83;100;19.10;12.50;30.70;0.00;1009
2018-04-13;17;82;100;19.00;12.40;30.70;0.00;1153
2018-04-13;18;81;100;18.90;12.20;30.70;0.00;1153
2018-04-13;19;79;91;18.80;12.60;30.70;0.00;1153
2018-04-13;20;77;82;18.70;13.00;30.70;0.00;1006
2018-04-13;21;74;73;18.60;13.30;30.80;0.00;1006
2018-04-13;22;75;57;18.30;12.60;30.80;0.00;1006
2018-04-13;23;76;40;18.00;11.90;30.80;0.00;1000
2018-04-14;0;78;23;17.70;11.20;30.80;0.00;1000
2018-04-14;1;78;38;17.60;10.70;30.80;0.00;1000
2018-04-14;2;78;52;17.50;10.20;30.80;0.00;1006
2018-04-14;3;79;67;17.30;9.70;30.80;0.00;1006
2018-04-14;4;78;67;17.50;10.00;30.80;0.00;1006
2018-04-14;5;76;67;17.60;10.20;30.80;0.00;1006
2018-04-14;6;75;67;17.70;10.40;30.80;0.00;1006
2018-04-14;7;71;60;18.70;13.20;30.80;0.00;1006
2018-04-14;8;67;54;19.60;16.00;30.80;0.00;1003
2018-04-14;9;63;47;20.60;18.70;30.80;0.00;1003
2018-04-14;10;61;49;21.50;17.60;30.80;0.00;1003
2018-04-14;11;59;52;22.30;16.60;30.80;0.00;1003
2018-04-14;12;57;54;23.20;15.50;30.80;0.00;1003
2018-04-14;13;57;53;23.00;15.50;30.80;0.00;1003
2018-04-14;14;58;51;22.80;15.50;30.80;0.00;1003
2018-04-14;15;59;49;22.60;15.50;30.80;0.00;1003
2018-04-14;16;61;52;22.00;15.40;30.80;0.00;1003
2018-04-14;17;63;56;21.40;15.20;30.80;0.00;1003
2018-04-14;18;65;59;20.80;15.10;30.80;0.00;1003
2018-04-14;19;65;49;20.60;16.00;30.80;0.00;1003
2018-04-14;20;65;39;20.40;16.80;30.80;0.00;1003
2018-04-14;21;65;30;20.20;17.60;30.80;0.00;1003
2018-04-14;22;67;23;19.80;16.30;30.80;0.00;1003
2018-04-14;23;69;16;19.50;15.00;30.80;0.00;1000
2018-04-15;0;71;10;19.20;13.70;30.80;0.00;1000
2018-04-15;1;72;39;18.90;12.70;30.80;0.00;1000
2018-04-15;2;73;68;18.60;11.80;30.80;0.00;1009
2018-04-15;3;75;97;18.30;10.80;30.80;0.00;1009
2018-04-15;4;76;68;18.00;9.80;30.80;0.00;1009
2018-04-15;5;78;38;17.80;8.90;30.80;0.00;1000
2018-04-15;6;80;9;17.60;7.90;30.80;0.00;1000
2018-04-15;7;77;10;18.60;9.00;30.80;0.00;1000
2018-04-15;8;73;10;19.60;10.10;30.80;0.00;1000
2018-04-15;9;70;11;20.60;11.20;30.80;0.00;1000
2018-04-15;10;65;15;22.00;11.20;30.80;0.00;1000
2018-04-15;11;60;18;23.40;11.20;30.80;0.00;1000
2018-04-15;12;55;21;24.80;11.20;30.80;0.00;1000
2018-04-15;13;54;29;25.20;12.00;30.80;0.00;1000
2018-04-15;14;53;36;25.60;12.80;30.80;0.00;1003
2018-04-15;15;52;44;26.00;13.70;30.80;0.00;1003
2018-04-15;16;57;42;24.70;14.80;30.80;0.00;1003
2018-04-15;17;62;41;23.40;15.80;30.80;0.00;1003
2018-04-15;18;67;39;22.10;16.90;30.80;0.00;1003
2018-04-15;19;68;29;21.50;18.50;30.80;0.00;1003
2018-04-15;20;69;18;20.90;20.00;30.80;0.00;1000
2018-04-15;21;71;8;20.30;21.60;30.80;0.00;1000
2018-04-15;22;73;7;19.80;18.40;30.80;0.00;1000
2018-04-15;23;75;6;19.30;15.10;30.80;0.00;1000
2018-04-16;0;78;5;18.70;11.90;30.80;0.00;1000
2018-04-16;1;80;5;18.20;10.60;30.80;0.00;1000
2018-04-16;2;83;6;17.80;9.20;30.80;0.00;1000
2018-04-16;3;85;6;17.30;7.90;30.80;0.00;1000
2018-04-16;4;87;8;17.00;7.40;30.80;0.00;1000
2018-04-16;5;88;10;16.80;7.00;30.80;0.00;1000
2018-04-16;6;90;12;16.50;6.50;30.80;0.00;1000
2018-04-16;7;83;10;18.00;10.30;30.80;0.00;1000
2018-04-16;8;77;7;19.50;14.20;30.80;0.00;1000
2018-04-16;9;70;5;21.00;18.00;30.80;0.00;1000
2018-04-16;10;64;6;22.50;16.80;30.80;0.00;1000
2018-04-16;11;59;7;23.90;15.60;30.80;0.00;1000
2018-04-16;12;53;9;25.40;14.40;30.80;0.00;1000
2018-04-16;13;52;10;25.70;14.80;30.80;0.00;1000
2018-04-16;14;51;12;25.90;15.10;30.80;0.00;1000
2018-04-16;15;50;13;26.20;15.50;30.70;0.00;1000
2018-04-16;16;54;9;24.80;16.00;30.70;0.00;1000
2018-04-16;17;58;4;23.40;16.40;30.70;0.00;1000
2018-04-16;18;63;0;22.00;16.90;30.70;0.00;1000
2018-04-16;19;64;0;21.30;17.90;30.70;0.00;1000
2018-04-16;20;65;0;20.70;18.80;30.70;0.00;1000
2018-04-16;21;66;0;20.10;19.80;30.70;0.00;1000
2018-04-16;22;69;0;19.40;16.60;30.70;0.00;1000
2018-04-16;23;73;0;18.70;13.30;30.70;0.00;1000
2018-04-17;0;76;0;17.90;10.10;30.70;0.00;1000
2018-04-17;1;79;0;17.30;8.50;30.70;0.00;1000
2018-04-17;2;82;0;16.70;7.00;30.70;0.00;1000
2018-04-17;3;85;0;16.00;5.40;30.70;0.00;1000
2018-04-17;4;85;0;15.80;5.40;30.70;0.00;1000
2018-04-17;5;86;0;15.60;5.40;30.70;0.00;1000
2018-04-17;6;86;0;15.30;5.40;30.70;0.00;1000
2018-04-17;7;79;0;17.00;5.50;30.70;0.00;1000
2018-04-17;8;71;0;18.80;5.60;30.70;0.00;1000
2018-04-17;9;64;0;20.50;5.80;30.80;0.00;1000
2018-04-17;10;57;0;22.70;5.30;30.70;0.00;1000
2018-04-17;11;50;0;24.80;4.80;30.70;0.00;1000
2018-04-17;12;43;0;26.90;4.30;30.70;0.00;1000
2018-04-17;13;42;2;27.40;4.90;30.70;0.00;1000
2018-04-17;14;41;4;27.80;5.50;30.70;0.00;1000
2018-04-17;15;40;7;28.30;6.10;30.70;0.00;1000
2018-04-17;16;47;8;26.50;8.40;30.70;0.00;1000
2018-04-17;17;55;9;24.80;10.70;30.70;0.00;1000
2018-04-17;18;63;10;23.00;13.00;30.70;0.00;1000
2018-04-17;19;68;7;22.00;11.50;30.70;0.00;1000
2018-04-17;20;73;5;21.00;10.10;30.70;0.00;1000
2018-04-17;21;78;2;20.00;8.60;30.70;0.00;1000
2018-04-17;22;79;2;19.50;8.00;30.70;0.00;1000
2018-04-17;23;81;2;19.00;7.40;30.70;0.00;1000
2018-04-18;0;82;2;18.60;6.80;30.70;0.00;1000
2018-04-18;1;81;29;18.30;6.70;30.70;0.00;1000
2018-04-18;2;80;57;18.00;6.60;30.70;0.00;1006
2018-04-18;3;79;84;17.70;6.50;30.70;0.00;1006
2018-04-18;4;80;58;17.30;5.40;30.70;0.00;1006
2018-04-18;5;81;32;17.00;4.30;30.70;0.00;1000
2018-04-18;6;83;6;16.60;3.20;30.70;0.00;1000
2018-04-18;7;76;4;18.20;5.80;30.70;0.00;1000
2018-04-18;8;70;2;19.80;8.30;30.70;0.00;1000
2018-04-18;9;64;0;21.40;10.80;30.70;0.00;1000
2018-04-18;10;58;1;23.60;10.00;30.70;0.00;1000
2018-04-18;11;51;3;25.80;9.10;30.70;0.00;1000
2018-04-18;12;45;4;27.90;8.30;30.70;0.00;1000
2018-04-18;13;43;6;28.30;8.20;30.60;0.00;1000
2018-04-18;14;41;8;28.80;8.00;30.60;0.00;1000
2018-04-18;15;38;10;29.20;7.90;30.60;0.00;1000
2018-04-18;16;43;8;27.50;6.50;30.60;0.00;1000
2018-04-18;17;49;6;25.90;5.00;30.60;0.00;1000
2018-04-18;18;54;4;24.30;3.60;30.60;0.00;1000
2018-04-18;19;57;6;23.30;4.80;30.60;0.00;1000
2018-04-18;20;61;7;22.30;6.00;30.60;0.00;1000
2018-04-18;21;65;8;21.30;7.20;30.60;0.00;1000
2018-04-18;22;66;9;20.80;6.10;30.60;0.00;1000
2018-04-18;23;67;9;20.20;5.00;30.60;0.00;1000
2018-04-19;0;68;9;19.70;4.00;30.60;0.00;1000
2018-04-19;1;69;9;19.40;4.00;30.60;0.00;1000
2018-04-19;2;69;9;19.00;4.00;30.60;0.00;1000
2018-04-19;3;69;9;18.70;4.00;30.60;0.00;1000
