date;hour;humidity;cloud;tempC;windHph;pressureIn;precipIn;condition
2018-06-18;7;93;59;8.70;3.10;30.80;0.00;1030
2018-06-18;8;91;54;9.20;3.00;30.90;0.00;1030
2018-06-18;9;89;48;9.60;2.90;30.90;0.00;1030
2018-06-18;10;83;37;11.80;2.80;30.90;0.00;1030
2018-06-18;11;77;25;14.10;2.60;30.90;0.00;1003
2018-06-18;12;71;13;16.30;2.50;30.90;0.00;1003
2018-06-18;13;68;9;17.90;2.60;30.80;0.00;1003
2018-06-18;14;64;4;19.50;2.80;30.80;0.00;1000
2018-06-18;15;61;0;21.10;2.90;30.80;0.00;1000
2018-06-18;16;65;0;20.40;3.70;30.80;0.00;1000
2018-06-18;17;68;0;19.60;4.60;30.80;0.00;1000
2018-06-18;18;72;0;18.90;5.40;30.80;0.00;1000
2018-06-18;19;76;1;17.70;5.60;30.80;0.00;1000
2018-06-18;20;81;2;16.40;5.90;30.80;0.00;1000
2018-06-18;21;85;3;15.20;6.10;30.80;0.00;1000
2018-06-18;22;87;5;14.30;5.40;30.80;0.00;1000
2018-06-18;23;89;7;13.40;4.70;30.80;0.00;1003
2018-06-19;0;91;9;12.50;4.00;30.80;0.00;1003
2018-06-19;1;91;7;12.50;3.80;30.80;0.00;1003
2018-06-19;2;91;5;12.60;3.70;30.80;0.00;1003
2018-06-19;3;91;4;12.60;3.60;30.80;0.00;1003
2018-06-19;4;90;3;12.50;3.40;30.80;0.00;1003
2018-06-19;5;90;1;12.40;3.10;30.80;0.00;1000
2018-06-19;6;90;0;12.30;2.90;30.80;0.00;1000
2018-06-19;7;88;0;12.60;2.80;30.80;0.00;1000
2018-06-19;8;85;0;13.00;2.60;30.80;0.00;1000
2018-06-19;9;83;0;13.30;2.50;30.80;0.00;1000
2018-06-19;10;77;0;15.10;3.10;30.80;0.00;1000
2018-06-19;11;71;0;16.90;3.70;30.80;0.00;1000
2018-06-19;12;64;0;18.70;4.30;30.70;0.00;1000
2018-06-19;13;60;0;20.40;4.40;30.70;0.00;1000
2018-06-19;14;56;0;22.10;4.60;30.70;0.00;1000
2018-06-19;15;51;0;23.80;4.70;30.70;0.00;1000
2018-06-19;16;55;0;23.30;4.40;30.70;0.00;1000
2018-06-19;17;59;0;22.80;4.20;30.70;0.00;1000
2018-06-19;18;62;0;22.30;4.00;30.70;0.00;1000
2018-06-19;19;67;0;21.10;4.00;30.70;0.00;1000
2018-06-19;20;71;0;19.90;4.00;30.70;0.00;1000
2018-06-19;21;75;0;18.70;4.00;30.70;0.00;1000
2018-06-19;22;77;0;18.10;4.10;30.70;0.00;1000
2018-06-19;23;79;0;17.50;4.20;30.70;0.00;1000
2018-06-20;0;82;0;16.90;4.30;30.70;0.00;1000
2018-06-20;1;82;0;16.40;4.40;30.70;0.00;1000
2018-06-20;2;83;0;16.00;4.60;30.70;0.00;1000
2018-06-20;3;84;0;15.50;4.70;30.70;0.00;1000
2018-06-20;4;85;0;14.90;4.90;30.70;0.00;1000
2018-06-20;5;85;0;14.20;5.20;30.70;0.00;1000
2018-06-20;6;86;0;13.60;5.40;30.70;0.00;1000
2018-06-20;7;83;0;13.90;5.60;30.70;0.00;1000
2018-06-20;8;81;0;14.10;5.90;30.70;0.00;1000
2018-06-20;9;79;0;14.40;6.10;30.70;0.00;1000
2018-06-20;10;72;1;16.30;6.50;30.70;0.00;1000
2018-06-20;11;66;2;18.20;6.80;30.70;0.00;1000
2018-06-20;12;60;3;20.10;7.20;30.70;0.00;1000
2018-06-20;13;56;3;21.70;7.00;30.70;0.00;1000
2018-06-20;14;52;4;23.20;6.70;30.60;0.00;1003
2018-06-20;15;48;4;24.80;6.50;30.60;0.00;1003
2018-06-20;16;51;4;24.10;5.20;30.60;0.00;1003
2018-06-20;17;54;4;23.50;3.80;30.60;0.00;1003
2018-06-20;18;58;4;22.80;2.50;30.60;0.00;1003
2018-06-20;19;61;3;21.90;3.00;30.60;0.00;1003
2018-06-20;20;65;3;21.00;3.50;30.60;0.00;1003
2018-06-20;21;68;2;20.10;4.00;30.60;0.00;1003
2018-06-20;22;70;2;19.60;4.60;30.60;0.00;1003
2018-06-20;23;72;1;19.00;5.20;30.60;0.00;1003
2018-06-21;0;75;2;18.40;5.40;30.60;0.00;1003
2018-06-21;1;74;2;17.80;5.50;30.60;0.00;1003
2018-06-21;2;74;2;17.10;5.60;30.60;0.00;1003
2018-06-21;3;74;3;16.50;5.80;30.50;0.00;1003
2018-06-21;4;74;3;16.00;5.90;30.50;0.00;1003
2018-06-21;5;74;3;15.50;6.00;30.50;0.00;1003
2018-06-21;6;75;4;15.00;6.10;30.50;0.00;1003
2018-06-21;7;73;6;15.40;7.30;30.50;0.00;1003
2018-06-21;8;72;9;15.80;8.50;30.50;0.00;1003
2018-06-21;9;70;11;16.20;9.70;30.50;0.00;1003
2018-06-21;10;67;10;18.00;12.10;30.50;0.00;1003
2018-06-21;11;63;9;19.90;14.50;30.50;0.00;1003
2018-06-21;12;59;8;21.70;16.90;30.50;0.00;1003
2018-06-21;13;56;12;23.10;18.20;30.50;0.00;1003
2018-06-21;14;54;17;24.40;19.60;30.50;0.00;1003
2018-06-21;15;51;21;25.80;20.90;30.50;0.00;1003
2018-06-21;16;57;31;25.70;20.30;30.50;0.02;1003
2018-06-21;17;63;40;25.50;19.70;30.50;0.04;1003
2018-06-21;18;69;50;25.40;19.10;30.50;0.06;1003
2018-06-21;19;73;57;24.30;17.40;30.50;0.06;1003
2018-06-21;20;78;64;23.10;15.70;30.50;0.06;1240
2018-06-21;21;82;72;22.00;14.00;30.50;0.06;1240
2018-06-21;22;81;59;20.50;13.00;30.50;0.05;1240
2018-06-21;23;79;46;19.10;11.90;30.50;0.03;1240
2018-06-22;0;77;33;17.60;10.80;30.60;0.02;1240
2018-06-22;1;75;23;16.80;9.80;30.60;0.01;1240
2018-06-22;2;73;14;16.10;8.90;30.60;0.01;1003
2018-06-22;3;70;4;15.30;7.90;30.60;0.00;1003
2018-06-22;4;71;3;14.70;7.20;30.60;0.00;1003
2018-06-22;5;72;1;14.10;6.50;30.60;0.00;1000
2018-06-22;6;72;0;13.50;5.80;30.60;0.00;1000
2018-06-22;7;71;0;13.50;5.40;30.60;0.00;1000
2018-06-22;8;69;0;13.50;5.00;30.60;0.00;1000
2018-06-22;9;68;0;13.50;4.70;30.60;0.00;1000
2018-06-22;10;62;0;14.80;4.60;30.60;0.00;1000
2018-06-22;11;57;0;16.20;4.40;30.60;0.00;1000
2018-06-22;12;52;0;17.50;4.30;30.60;0.00;1000
2018-06-22;13;48;0;18.70;3.80;30.60;0.00;1000
2018-06-22;14;45;0;20.00;3.40;30.60;0.00;1000
2018-06-22;15;41;0;21.20;2.90;30.60;0.00;1000
2018-06-22;16;43;0;20.70;3.20;30.60;0.00;1000
2018-06-22;17;45;0;20.10;3.60;30.50;0.00;1000
2018-06-22;18;47;0;19.60;4.00;30.50;0.00;1000
2018-06-22;19;51;1;18.20;4.60;30.50;0.00;1000
2018-06-22;20;55;1;16.80;5.20;30.50;0.00;1000
2018-06-22;21;58;2;15.40;5.80;30.50;0.00;1000
2018-06-22;22;63;2;14.80;5.40;30.50;0.00;1000
2018-06-22;23;67;3;14.10;5.00;30.50;0.00;1003
2018-06-23;0;72;4;13.50;4.70;30.50;0.00;1003
2018-06-23;1;76;5;13.40;4.30;30.50;0.00;1003
2018-06-23;2;79;7;13.20;4.00;30.50;0.00;1003
2018-06-23;3;83;9;13.10;3.60;30.50;0.00;1003
2018-06-23;4;86;12;13.30;4.00;30.40;0.00;1003
2018-06-23;5;88;14;13.50;4.30;30.40;0.00;1003
2018-06-23;6;91;17;13.70;4.70;30.40;0.00;1003
2018-06-23;7;89;16;14.70;5.60;30.40;0.00;1003
2018-06-23;8;88;15;15.70;6.60;30.40;0.00;1003
2018-06-23;9;86;14;16.70;7.60;30.40;0.00;1003
2018-06-23;10;78;13;18.80;10.10;30.40;0.00;1003
2018-06-23;11;71;13;20.80;12.60;30.40;0.00;1003
2018-06-23;12;64;12;22.90;15.10;30.40;0.00;1003
2018-06-23;13;61;27;23.80;14.50;30.40;0.00;1003
2018-06-23;14;58;42;24.80;13.90;30.40;0.00;1003
2018-06-23;15;55;57;25.70;13.30;30.40;0.00;1003
2018-06-23;16;58;66;24.90;12.40;30.40;0.00;1003
2018-06-23;17;61;75;24.00;11.40;30.40;0.00;1006
2018-06-23;18;64;84;23.20;10.40;30.40;0.00;1006
2018-06-23;19;70;87;22.10;10.40;30.40;0.03;1006
2018-06-23;20;75;90;21.10;10.40;30.40;0.06;1063
2018-06-23;21;81;93;20.00;10.40;30.50;0.08;1063
2018-06-23;22;83;95;19.00;11.60;30.50;0.10;1063
2018-06-23;23;84;97;17.90;12.80;30.50;0.13;1243
2018-06-24;0;86;99;16.90;14.00;30.50;0.15;1243
2018-06-24;1;86;99;16.30;13.10;30.60;0.17;1243
2018-06-24;2;86;100;15.70;12.10;30.60;0.18;1189
2018-06-24;3;86;100;15.10;11.20;30.60;0.20;1189
2018-06-24;4;86;95;14.60;10.80;30.60;0.19;1189
2018-06-24;5;87;90;14.10;10.40;30.60;0.19;1189
2018-06-24;6;88;85;13.60;10.10;30.60;0.18;1189
2018-06-24;7;89;87;13.40;9.40;30.60;0.26;1189
2018-06-24;8;90;90;13.10;8.60;30.60;0.33;1189
2018-06-24;9;91;92;12.90;7.90;30.60;0.41;1189
2018-06-24;10;90;95;12.80;8.50;30.60;0.35;1189
2018-06-24;11;88;97;12.80;9.10;30.60;0.30;1195
2018-06-24;12;86;100;12.70;9.70;30.60;0.24;1195
2018-06-24;13;84;100;12.70;10.20;30.60;0.20;1195
2018-06-24;14;82;100;12.70;10.70;30.60;0.17;1183
2018-06-24;15;80;100;12.70;11.20;30.60;0.13;1183
2018-06-24;16;79;93;12.70;11.00;30.60;0.10;1183
2018-06-24;17;77;85;12.70;10.90;30.60;0.07;1189
2018-06-24;18;76;78;12.70;10.80;30.60;0.05;1189
2018-06-24;19;75;75;12.50;11.00;30.60;0.03;1189
2018-06-24;20;74;71;12.40;11.30;30.60;0.02;1006
2018-06-24;21;73;67;12.20;11.50;30.60;0.00;1006
2018-06-24;22;74;75;12.20;11.50;30.60;0.01;1006
2018-06-24;23;76;82;12.30;11.50;30.60;0.02;1006
2018-06-25;0;83;100;12.40;13.30;30.60;0.23;1153
2018-06-25;1;86;100;12.60;13.30;30.60;0.34;1153
2018-06-25;2;88;100;12.70;13.30;30.60;0.46;1195
2018-06-25;3;91;100;12.90;13.30;30.50;0.57;1195
2018-06-25;4;92;100;13.10;10.90;30.50;0.48;1195
2018-06-25;5;93;100;13.30;8.50;30.50;0.39;1195
2018-06-25;6;94;100;13.50;6.10;30.50;0.30;1195
2018-06-25;7;95;100;13.60;5.40;30.50;0.25;1195
2018-06-25;8;95;100;13.80;4.70;30.50;0.21;1243
2018-06-25;9;95;100;13.90;4.00;30.50;0.16;1243
2018-06-25;10;95;100;13.90;4.80;30.50;0.14;1243
2018-06-25;11;94;99;14.00;5.60;30.40;0.11;1243
2018-06-25;12;94;99;14.00;6.50;30.40;0.09;1243
2018-06-25;13;94;99;14.10;7.00;30.40;0.08;1243
2018-06-25;14;95;99;14.10;7.40;30.40;0.07;1183
2018-06-25;15;95;100;14.20;7.90;30.40;0.06;1183
2018-06-25;16;95;100;14.20;7.80;30.40;0.06;1183
2018-06-25;17;95;100;14.30;7.70;30.40;0.06;1183
2018-06-25;18;95;100;14.30;7.60;30.40;0.05;1183
2018-06-25;19;95;100;14.20;7.00;30.40;0.05;1183
2018-06-25;20;95;99;14.20;6.40;30.50;0.04;1183
2018-06-25;21;95;99;14.10;5.80;30.50;0.04;1183
2018-06-25;22;95;96;14.00;5.50;30.50;0.03;1183
2018-06-25;23;95;94;13.90;5.30;30.50;0.02;1183
2018-06-26;0;94;98;12.30;5.40;30.50;0.01;1153
2018-06-26;1;94;94;12.50;5.40;30.50;0.01;1153
2018-06-26;2;95;89;12.80;5.40;30.50;0.01;1153
2018-06-26;3;95;85;13.00;5.40;30.50;0.01;1153
2018-06-26;4;95;81;12.70;5.90;30.50;0.01;1153
2018-06-26;5;94;78;12.30;6.40;30.50;0.01;1153
2018-06-26;6;94;75;12.00;6.80;30.50;0.00;1153
2018-06-26;7;93;68;12.00;7.20;30.50;0.00;1153
2018-06-26;8;92;62;11.90;7.60;30.50;0.00;1006
2018-06-26;9;91;56;11.90;7.90;30.50;0.00;1006
2018-06-26;10;86;45;12.90;8.20;30.50;0.00;1006
2018-06-26;11;82;34;14.00;8.40;30.50;0.00;1003
2018-06-26;12;77;23;15.00;8.60;30.50;0.00;1003
2018-06-26;13;73;17;16.20;8.50;30.50;0.00;1003
2018-06-26;14;69;10;17.50;8.40;30.50;0.00;1003
2018-06-26;15;64;4;18.70;8.30;30.50;0.00;1003
2018-06-26;16;67;3;18.60;7.40;30.50;0.00;1003
2018-06-26;17;69;1;18.60;6.60;30.50;0.00;1000
2018-06-26;18;72;0;18.50;5.80;30.50;0.00;1000
2018-06-26;19;75;0;17.70;4.80;30.50;0.00;1000
2018-06-26;20;78;0;17.00;3.80;30.50;0.00;1000
2018-06-26;21;82;0;16.20;2.90;30.50;0.00;1000
2018-06-26;22;82;0;15.70;2.40;30.50;0.00;1000
2018-06-26;23;83;0;15.10;1.90;30.50;0.00;1000
2018-06-27;0;83;0;14.60;1.40;30.50;0.00;1000
2018-06-27;1;83;0;14.20;1.20;30.50;0.00;1000
2018-06-27;2;84;0;13.90;1.00;30.50;0.00;1000
2018-06-27;3;84;0;13.50;0.70;30.50;0.00;1000
2018-06-27;4;86;1;13.00;1.30;30.50;0.00;1000
2018-06-27;5;87;2;12.40;1.90;30.50;0.00;1000
2018-06-27;6;88;3;11.90;2.50;30.50;0.00;1000
2018-06-27;7;87;4;12.20;2.30;30.50;0.00;1000
2018-06-27;8;86;5;12.40;2.00;30.50;0.00;1003
2018-06-27;9;85;7;12.70;1.80;30.50;0.00;1003
2018-06-27;10;81;5;14.90;1.80;30.50;0.00;1003
2018-06-27;11;76;4;17.20;1.80;30.50;0.00;1003
2018-06-27;12;72;3;19.40;1.80;30.50;0.00;1003
2018-06-27;13;69;2;20.90;2.20;30.50;0.00;1003
2018-06-27;14;67;1;22.50;2.50;30.50;0.00;1000
2018-06-27;15;64;0;24.00;2.90;30.50;0.00;1000
2018-06-27;16;67;0;23.50;3.10;30.50;0.00;1000
2018-06-27;17;71;0;23.00;3.40;30.50;0.00;1000
2018-06-27;18;75;0;22.50;3.60;30.50;0.00;1000
2018-06-27;19;79;1;21.20;3.80;30.50;0.00;1000
2018-06-27;20;83;1;20.00;4.10;30.50;0.00;1000
2018-06-27;21;87;2;18.70;4.30;30.50;0.00;1000
2018-06-27;22;88;4;17.80;4.20;30.50;0.00;1000
2018-06-27;23;90;5;17.00;4.10;30.50;0.00;1003
2018-06-28;0;91;7;16.10;4.00;30.50;0.00;1003
2018-06-28;1;92;7;15.90;3.80;30.50;0.00;1003
2018-06-28;2;93;8;15.70;3.70;30.50;0.00;1003
2018-06-28;3;94;9;15.50;3.60;30.50;0.00;1003
2018-06-28;4;95;13;15.40;3.00;30.50;0.00;1003
2018-06-28;5;95;17;15.20;2.40;30.50;0.00;1030
2018-06-28;6;96;21;15.10;1.80;30.50;0.00;1030
2018-06-28;7;95;40;15.50;2.30;30.50;0.00;1030
2018-06-28;8;94;58;15.80;2.80;30.60;0.00;1030
2018-06-28;9;93;76;16.20;3.20;30.60;0.00;1030
2018-06-28;10;89;78;17.30;3.70;30.60;0.00;1030
2018-06-28;11;85;80;18.30;4.20;30.60;0.00;1009
2018-06-28;12;82;83;19.40;4.70;30.60;0.00;1009
2018-06-28;13;82;78;19.60;4.40;30.60;0.01;1009
2018-06-28;14;83;74;19.80;4.20;30.60;0.02;1006
2018-06-28;15;83;70;20.00;4.00;30.50;0.04;1006
2018-06-28;16;86;77;19.60;3.80;30.50;0.03;1006
2018-06-28;17;89;83;19.20;3.70;30.50;0.03;1240
2018-06-28;18;92;89;18.80;3.60;30.50;0.03;1240
2018-06-28;19;93;93;18.60;3.80;30.50;0.03;1240
2018-06-28;20;95;96;18.40;4.10;30.50;0.04;1240
2018-06-28;21;96;100;18.20;4.30;30.60;0.04;1240
2018-06-28;22;96;94;18.00;4.60;30.60;0.04;1240
2018-06-28;23;96;87;17.70;4.80;30.50;0.04;1183
2018-06-29;0;96;81;17.50;5.00;30.50;0.05;1183
2018-06-29;1;95;81;17.20;5.00;30.50;0.05;1183
2018-06-29;2;95;81;17.00;5.00;30.50;0.05;1240
2018-06-29;3;94;82;16.70;5.00;30.50;0.05;1240
2018-06-29;4;94;83;16.50;4.60;30.50;0.04;1240
2018-06-29;5;94;85;16.20;4.10;30.50;0.03;1063
2018-06-29;6;93;87;16.00;3.60;30.50;0.02;1063
2018-06-29;7;92;90;16.20;3.60;30.50;0.01;1063
2018-06-29;8;92;93;16.50;3.60;30.50;0.01;1006
2018-06-29;9;91;96;16.70;3.60;30.50;0.00;1006
2018-06-29;10;91;97;17.10;3.00;30.50;0.00;1006
2018-06-29;11;91;99;17.50;2.40;30.50;0.01;1009
2018-06-29;12;90;100;17.90;1.80;30.50;0.01;1009
2018-06-29;13;88;96;18.70;2.30;30.50;0.02;1009
2018-06-29;14;86;91;19.50;2.80;30.50;0.03;1153
2018-06-29;15;84;87;20.30;3.20;30.50;0.04;1153
2018-06-29;16;86;89;20.10;4.30;30.50;0.03;1153
2018-06-29;17;87;91;20.00;5.40;30.50;0.03;1240
2018-06-29;18;89;93;19.80;6.50;30.50;0.02;1240
2018-06-29;19;91;91;19.30;5.60;30.50;0.02;1240
2018-06-29;20;93;88;18.80;4.80;30.50;0.02;1153
2018-06-29;21;95;85;18.30;4.00;30.50;0.02;1153
2018-06-29;22;95;73;17.80;3.40;30.50;0.01;1153
2018-06-29;23;95;62;17.30;2.80;30.50;0.01;1150
2018-06-30;0;95;50;16.80;2.20;30.50;0.01;1150
2018-06-30;1;95;47;16.40;2.30;30.50;0.01;1150
2018-06-30;2;95;44;16.00;2.40;30.50;0.00;1030
2018-06-30;3;96;41;15.60;2.50;30.50;0.00;1030
2018-06-30;4;96;54;15.30;3.00;30.50;0.00;1030
2018-06-30;5;96;68;15.10;3.50;30.50;0.00;1030
2018-06-30;6;97;81;14.80;4.00;30.50;0.00;1030
2018-06-30;7;96;79;15.10;4.10;30.50;0.00;1030
2018-06-30;8;95;77;15.30;4.20;30.50;0.00;1135
2018-06-30;9;94;75;15.60;4.30;30.50;0.00;1135
2018-06-30;10;89;66;16.90;4.20;30.50;0.00;1135
2018-06-30;11;84;56;18.20;4.10;30.50;0.00;1006
2018-06-30;12;80;46;19.50;4.00;30.50;0.00;1006
2018-06-30;13;76;39;20.60;3.40;30.50;0.00;1006
2018-06-30;14;72;32;21.60;2.80;30.50;0.00;1003
2018-06-30;15;68;25;22.70;2.20;30.50;0.00;1003
2018-06-30;16;70;19;22.20;3.40;30.50;0.00;1003
2018-06-30;17;73;14;21.70;4.60;30.50;0.00;1003
2018-06-30;18;76;8;21.20;5.80;30.50;0.00;1003
2018-06-30;19;80;14;20.10;6.70;30.50;0.00;1003
2018-06-30;20;84;20;19.00;7.70;30.50;0.00;1003
2018-06-30;21;89;26;17.90;8.60;30.50;0.00;1003
2018-06-30;22;91;31;17.10;7.90;30.50;0.00;1003
2018-06-30;23;93;36;16.20;7.20;30.50;0.00;1003
