id,datetime,weekday,hour,grid_w,grid_h,evento,obras,manifestacoes,holiday,holiday_eve,humidity,cloud,tempC,windHph,pressureIn,precipIn,condition,cOutros,cObstrução,cTráfego_Pesado,cTráfego_Livre,cIncidentes,cSemáforo,cClima
0,2018-06-29 19:46:18,4,19,25,15,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,1,0,0,0,0,0,0
1,2018-06-29 19:21:56,4,19,17,18,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,0,0,0
1,2018-06-29 19:21:56,4,19,13,21,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,0,0,0
2,2018-06-29 19:10:00,4,19,34,10,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,1,1,0,0,0,0
2,2018-06-29 19:10:00,4,19,34,13,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,1,1,0,0,0,0
2,2018-06-29 19:10:00,4,19,34,12,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,1,1,0,0,0,0
2,2018-06-29 19:10:00,4,19,33,10,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,1,1,0,0,0,0
2,2018-06-29 19:10:00,4,19,33,11,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,1,1,0,0,0,0
3,2018-06-29 19:02:43,4,19,21,36,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
3,2018-06-29 19:02:43,4,19,20,28,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
3,2018-06-29 19:02:43,4,19,21,35,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,18,55,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,13,55,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,11,68,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,21,47,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,7,65,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,11,73,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,8,63,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,14,59,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,5,57,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,9,62,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,8,50,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,16,47,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,14,46,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,15,50,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,19,55,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,6,54,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,9,51,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,11,47,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,15,47,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,16,50,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,20,48,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,11,48,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,7,55,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,21,56,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,17,51,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,22,55,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,21,53,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,12,59,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,12,64,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,9,66,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,18,56,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,10,69,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,6,72,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,13,58,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,11,67,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,7,68,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,8,60,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,14,52,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,5,60,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,9,57,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,15,49,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,6,51,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,8,68,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,19,50,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,10,62,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,7,58,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,6,70,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,20,53,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,11,63,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,9,72,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,10,70,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,13,48,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,12,56,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,12,69,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,13,61,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,8,57,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,15,59,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,14,49,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,5,63,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,12,54,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,9,52,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,15,52,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,6,60,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,8,65,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,19,49,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,10,51,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,17,52,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,7,57,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,6,67,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,12,50,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,11,58,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,18,51,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,17,57,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,5,64,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,13,51,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,12,61,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,13,66,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,8,54,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,14,50,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,10,57,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,9,55,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,16,54,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,7,51,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,6,57,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,11,52,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,10,52,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,10,65,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,17,55,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,16,57,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,21,49,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,20,47,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,12,55,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,11,57,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,18,52,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,7,60,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,5,67,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,13,54,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,9,70,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,11,71,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,7,64,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,11,72,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,14,56,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,5,56,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,10,47,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,9,61,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,8,51,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,8,72,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,14,47,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,6,55,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,19,54,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,10,58,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,9,50,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,15,46,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,16,51,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,20,49,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,11,51,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,7,54,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,6,58,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,17,50,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,22,52,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,21,52,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,12,52,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,12,65,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,9,65,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,18,57,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,10,66,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,5,70,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,13,57,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,11,66,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,6,73,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,7,71,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,8,61,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,14,53,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,9,56,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,8,48,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,15,48,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,6,48,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,8,69,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,19,53,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,10,63,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,4,64,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,10,72,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,16,48,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,6,71,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,7,53,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,20,54,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,11,62,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,18,47,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,10,71,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,22,49,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,13,47,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,21,55,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,12,57,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,12,70,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,6,74,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,13,60,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,11,65,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,7,74,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,4,63,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,8,58,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,15,58,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,14,54,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,5,62,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,9,59,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,10,61,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,15,55,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,6,61,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,20,56,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,19,48,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,10,48,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,8,66,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,7,56,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,6,64,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,12,51,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,11,61,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,9,74,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,18,48,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,17,56,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,22,50,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,13,50,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,12,62,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,13,63,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,7,73,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,13,65,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,8,55,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,15,57,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
4,2018-06-29 18:56:10,4,18,14,51,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183,0,0,1,0,1,0,0
