16/06/18,07:00:00,16/06/18,17:00:00,Tunel da conceição,Obras de asfaltamento
16/06/18,07:00:00,16/06/18,17:00:00,Rua Sarmento Leite,Obras de asfaltamento
11/06/18,00:00:00,12/06/18,23:59:59,Rua João Moreira Maciel,Obras da Ponte em decorrẽncia de carreta atolada no local
